stime,ctime,uid,mac,name,device,rssi,services,manufacturer,resp_data,adv_data
1746593070.816835,1609459284,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,HTC BS 676184,40:4e:36:ee:fc:67,-63,['UUID(0xcb00)'],[],b'\x02\n\x04',b'\x02\x01\x05\x03\x03\x00\xcb\x0e\tHTC BS 676184'
1746593070.816835,1609459284,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,HTC BS 676184,40:4e:36:ee:fc:67,-63,['UUID(0xcb00)'],[],b'\x02\n\x04',b'\x02\x01\x05\x03\x03\x00\xcb\x0e\tHTC BS 676184'
1746593070.816835,1609459284,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,New Hatch Rest,cb:27:2c:57:c0:88,-98,['UUID(0x180a)'],["(1076, b'RTh\\x1a\\x90\\xd6C\\xeb\\x8eH\\x7fS\\x03)E\\x00\\x00\\x00\\x00\\x00P\\x1fe\\x83')"],b'\x1b\xff4\x04RTh\x1a\x90\xd6C\xeb\x8eH\x7fS\x03)E\x00\x00\x00\x00\x00P\x1fe\x83',b'\x0f\tNew Hatch Rest\x02\x01\x06\x03\x03\n\x18\x04\x16\x0f\x18d'
1746593070.816835,1609459284,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,ESP32,40:91:51:f0:51:ce,-88,[],["(722, b'\\x03\\x8c\\xb1@\\x91Q\\xf0Q\\xce\\x01\\x00\\x00\\x00')"],None,b'\x02\x01\x06\x03\x19\xc0\x03\x06\tESP32\x10\xff\xd2\x02\x03\x8c\xb1@\x91Q\xf0Q\xce\x01\x00\x00\x00'
1746593085.899126,1609459299,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,None,35:ae:5c:97:7b:8f,-62,[],["(6, b'\\x01\\t \\x02\\x16%+\\xf7\\xd7xdk]\\xd4\\xb6\\xfb\\xf8I\\xfbK\\x17\\xadg\\x99!\\xa9\\xa7')"],None,b'\x1e\xff\x06\x00\x01\t \x02\x16%+\xf7\xd7xdk]\xd4\xb6\xfb\xf8I\xfbK\x17\xadg\x99!\xa9\xa7'
1746593085.899126,1609459299,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,HTC BS 676184,40:4e:36:ee:fc:67,-62,['UUID(0xcb00)'],[],b'\x02\n\x04',b'\x02\x01\x05\x03\x03\x00\xcb\x0e\tHTC BS 676184'
1746593085.899126,1609459299,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,New Hatch Rest,cb:27:2c:57:c0:88,-97,['UUID(0x180a)'],["(1076, b'RTh\\x1a\\x90\\xe6C\\xeb\\x8eH\\x7fS\\x03)E\\x00\\x00\\x00\\x00\\x00P\\x1fe\\x83')"],b'\x1b\xff4\x04RTh\x1a\x90\xe6C\xeb\x8eH\x7fS\x03)E\x00\x00\x00\x00\x00P\x1fe\x83',b'\x0f\tNew Hatch Rest\x02\x01\x06\x03\x03\n\x18\x04\x16\x0f\x18d'
1746593085.899126,1609459299,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,ESP32,40:91:51:f0:51:ce,-99,[],["(722, b'\\x03\\x8c\\xb1@\\x91Q\\xf0Q\\xce\\x01\\x00\\x00\\x00')"],None,b'\x02\x01\x06\x03\x19\xc0\x03\x06\tESP32\x10\xff\xd2\x02\x03\x8c\xb1@\x91Q\xf0Q\xce\x01\x00\x00\x00'
1746593101.0458622,1609459314,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,HTC BS 676184,40:4e:36:ee:fc:67,-62,['UUID(0xcb00)'],[],b'\x02\n\x04',b'\x02\x01\x05\x03\x03\x00\xcb\x0e\tHTC BS 676184'
1746593101.0458622,1609459314,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,HTC BS 676184,40:4e:36:ee:fc:67,-62,['UUID(0xcb00)'],[],b'\x02\n\x04',b'\x02\x01\x05\x03\x03\x00\xcb\x0e\tHTC BS 676184'
1746593101.0458622,1609459314,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,New Hatch Rest,cb:27:2c:57:c0:88,-101,['UUID(0x180a)'],[],None,b'\x0f\tNew Hatch Rest\x02\x01\x06\x03\x03\n\x18\x04\x16\x0f\x18d'
1746593101.0458622,1609459314,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,ESP32,40:91:51:f0:51:ce,-97,[],["(722, b'\\x03\\x8c\\xb1@\\x91Q\\xf0Q\\xce\\x01\\x00\\x00\\x00')"],None,b'\x02\x01\x06\x03\x19\xc0\x03\x06\tESP32\x10\xff\xd2\x02\x03\x8c\xb1@\x91Q\xf0Q\xce\x01\x00\x00\x00'
1746593116.2040932,1609459329,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,None,35:ae:5c:97:7b:8f,-58,[],["(6, b'\\x01\\t \\x02\\x16%+\\xf7\\xd7xdk]\\xd4\\xb6\\xfb\\xf8I\\xfbK\\x17\\xadg\\x99!\\xa9\\xa7')"],None,b'\x1e\xff\x06\x00\x01\t \x02\x16%+\xf7\xd7xdk]\xd4\xb6\xfb\xf8I\xfbK\x17\xadg\x99!\xa9\xa7'
1746593116.2040932,1609459329,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,HTC BS 676184,40:4e:36:ee:fc:67,-65,['UUID(0xcb00)'],[],b'\x02\n\x04',b'\x02\x01\x05\x03\x03\x00\xcb\x0e\tHTC BS 676184'
1746593116.2040932,1609459329,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,ESP32,40:91:51:f0:51:ce,-104,[],["(722, b'\\x03\\x8c\\xb1@\\x91Q\\xf0Q\\xce\\x01\\x00\\x00\\x00')"],None,b'\x02\x01\x06\x03\x19\xc0\x03\x06\tESP32\x10\xff\xd2\x02\x03\x8c\xb1@\x91Q\xf0Q\xce\x01\x00\x00\x00'
1746593116.2040932,1609459329,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,New Hatch Rest,cb:27:2c:57:c0:88,-101,['UUID(0x180a)'],[],None,b'\x0f\tNew Hatch Rest\x02\x01\x06\x03\x03\n\x18\x04\x16\x0f\x18d'
1746593131.358212,1609459344,e6:61:38:52:83:44:23:2c,d8:3a:dd:3b:89:33,None,35:ae:5c:97:7b:8f,-61,[],["(6, b'\\x01\\t \\x02\\x16%+\\xf7\\xd7xdk]\\xd4\\xb6\\xfb\\xf8I\\xfbK\\x17\\xadg\\x99!\\xa9\\xa7')"],None,b'\x1e\xff\x06\x00\x01\t \x02\x16%+\xf7\xd7xdk]\xd4\xb6\xfb\xf8I\xfbK\x17\xadg\x99!\xa9\xa7'
