a,b,edge,dist,err
a0,a6,a0-a6,6.434467832953279,101.31312243264617
a0,a8,a0-a8,3.586671784523452,2.9501230520089554
a0,aa,a0-aa,2.3115682033201748,0.367359047123351
a6,a8,a6-a8,1.139862135791436,0.37438118023563016
a6,aa,a6-aa,1.516534204948853,0.9175195126212958
a8,aa,a8-aa,2.105502484547758,1.0102574567403748
